"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2012To31-Dec-2012 (Total-2438) (Total-2438)",,,,,,,,,
Sl no.,``````,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1702,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1210,1210,1210,21-Oct-12
1964,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,Medium,1100,1225,1200,21-Oct-12
1965,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1225,1200,21-Oct-12
31,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1300,1300,22-Oct-12
188,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1186,1240,1207,22-Oct-12
294,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,22-Oct-12
413,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1040,1120,1050,22-Oct-12
645,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1226,1301,1237,22-Oct-12
868,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1175,1150,22-Oct-12
1050,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,951,1105,1100,22-Oct-12
1370,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1200,1200,22-Oct-12
1536,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1186,1232,1209,22-Oct-12
1630,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1255,1266,1257,22-Oct-12
1701,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1210,1210,1210,22-Oct-12
1888,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1098,1156,1124,22-Oct-12
2057,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1205,1200,22-Oct-12
2135,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,980,1320,1150,22-Oct-12
2134,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,930,1225,1075,23-Oct-12
187,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1151,1249,1203,24-Oct-12
30,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1250,1201,25-Oct-12
186,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1173,1231,1198,25-Oct-12
644,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1239,1261,1252,25-Oct-12
867,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1175,1150,25-Oct-12
1129,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1405,1351,25-Oct-12
1369,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1290,1230,25-Oct-12
1535,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1204,1236,1220,25-Oct-12
1887,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1120,1129,1129,25-Oct-12
2056,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1195,1205,1200,25-Oct-12
2133,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1355,1200,25-Oct-12
29,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1160,1160,1160,26-Oct-12
185,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1161,1241,1161,26-Oct-12
412,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1130,960,26-Oct-12
643,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1246,1270,1252,26-Oct-12
866,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1165,1135,26-Oct-12
1033,Bagalkot,Bilagi,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1200,1200,26-Oct-12
1049,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,800,1055,1050,26-Oct-12
1068,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1190,1175,26-Oct-12
1128,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1425,1375,26-Oct-12
1629,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1265,1256,26-Oct-12
1886,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1079,1132,1132,26-Oct-12
2055,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1165,1198,1180,26-Oct-12
2372,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1240,1241,1241,26-Oct-12
2132,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,915,1295,1105,27-Oct-12
1368,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1335,1300,28-Oct-12
1700,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,28-Oct-12
1962,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,Medium,1175,1250,1220,28-Oct-12
1963,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1250,1220,28-Oct-12
2131,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1350,1100,29-Oct-12
27,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1200,1100,30-Oct-12
28,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1200,1100,30-Oct-12
184,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1159,1251,1194,30-Oct-12
293,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,30-Oct-12
411,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,880,1200,980,30-Oct-12
642,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1189,1314,1234,30-Oct-12
865,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1175,1150,30-Oct-12
1032,Bagalkot,Bilagi,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1100,1100,30-Oct-12
1067,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1205,1190,30-Oct-12
1127,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1302,1155,30-Oct-12
1367,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1260,1340,1290,30-Oct-12
1444,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1271,1268,30-Oct-12
1474,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,30-Oct-12
1534,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1181,1269,1225,30-Oct-12
1628,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1209,1259,1246,30-Oct-12
1699,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1180,1180,30-Oct-12
1885,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1088,1126,1126,30-Oct-12
2054,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1150,1185,1165,30-Oct-12
2130,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1310,1205,30-Oct-12
183,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1158,1242,1188,31-Oct-12
292,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,31-Oct-12
410,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1125,1020,31-Oct-12
641,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1219,1243,1225,31-Oct-12
864,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1175,1155,31-Oct-12
1048,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,900,1105,1100,31-Oct-12
1126,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1375,1251,31-Oct-12
1366,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1240,1240,1240,31-Oct-12
1473,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,31-Oct-12
1533,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1181,1269,1225,31-Oct-12
1627,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1190,1242,1226,31-Oct-12
1698,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1235,1235,1235,31-Oct-12
1884,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1135,1135,1135,31-Oct-12
2129,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,990,1335,1160,1-Nov-12
182,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1221,1176,2-Nov-12
863,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1175,1150,2-Nov-12
1047,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,790,1080,1030,2-Nov-12
1125,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,951,1425,1255,2-Nov-12
1472,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,2-Nov-12
1532,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1178,1236,1207,2-Nov-12
1883,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1133,1136,1136,2-Nov-12
2053,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1135,1170,1165,2-Nov-12
2128,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1090,1350,1220,2-Nov-12
26,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1200,1195,3-Nov-12
181,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1161,1202,1175,3-Nov-12
291,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,3-Nov-12
409,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1125,1040,3-Nov-12
640,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,910,1233,1230,3-Nov-12
862,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1160,1145,3-Nov-12
1066,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1180,1177,3-Nov-12
1124,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1350,1200,3-Nov-12
1365,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1190,1240,1200,3-Nov-12
1443,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1150,1210,1180,3-Nov-12
1471,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,3-Nov-12
1531,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1178,1236,1207,3-Nov-12
1697,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1180,1180,3-Nov-12
1882,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1102,1142,1142,3-Nov-12
2052,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1190,1165,3-Nov-12
2127,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1070,1355,1210,3-Nov-12
1696,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,4-Nov-12
1961,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1300,1200,4-Nov-12
25,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1300,1200,5-Nov-12
180,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1222,1186,5-Nov-12
408,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1200,1050,5-Nov-12
639,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1230,1252,1232,5-Nov-12
861,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1160,1125,5-Nov-12
1123,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,901,1455,1225,5-Nov-12
1364,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1200,1200,5-Nov-12
1442,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1252,1250,5-Nov-12
1530,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1133,1186,1160,5-Nov-12
1626,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1229,1217,5-Nov-12
1695,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,5-Nov-12
1881,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1126,1150,1148,5-Nov-12
2051,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1148,1192,1165,5-Nov-12
2126,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1130,1325,1225,5-Nov-12
179,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1162,1232,1184,6-Nov-12
290,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,6-Nov-12
407,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1030,1250,1081,6-Nov-12
638,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1192,1253,1231,6-Nov-12
860,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1160,1125,6-Nov-12
1122,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,911,1451,1255,6-Nov-12
1363,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1240,1250,1250,6-Nov-12
1441,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1190,1185,6-Nov-12
1694,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1200,1188,6-Nov-12
1880,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1155,1177,1177,6-Nov-12
2050,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1130,1170,1155,6-Nov-12
2125,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1425,1235,6-Nov-12
178,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1172,1252,1182,7-Nov-12
289,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,7-Nov-12
637,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1116,1246,1230,7-Nov-12
859,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1183,1183,1183,7-Nov-12
1121,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1325,1225,7-Nov-12
1362,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1250,1250,1250,7-Nov-12
1470,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,7-Nov-12
1693,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1185,1185,1185,7-Nov-12
1879,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1155,1157,1157,7-Nov-12
2049,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1180,1175,7-Nov-12
2124,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1060,1360,1210,7-Nov-12
177,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1230,1173,8-Nov-12
288,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,8-Nov-12
636,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1181,1270,1234,8-Nov-12
858,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1160,1145,8-Nov-12
1065,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1160,1160,1160,8-Nov-12
1120,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1400,1275,8-Nov-12
1361,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1250,1250,1250,8-Nov-12
1469,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,950,1000,1000,8-Nov-12
1529,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1193,1179,8-Nov-12
1692,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1185,1185,1185,8-Nov-12
1878,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1120,1125,1125,8-Nov-12
2048,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1146,1174,1165,8-Nov-12
2123,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1385,1215,8-Nov-12
176,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1171,1236,1186,9-Nov-12
635,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1184,1254,1243,9-Nov-12
857,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1150,1125,9-Nov-12
1119,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1101,1404,1286,9-Nov-12
1468,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,900,900,9-Nov-12
1625,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1160,1231,1219,9-Nov-12
1877,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1112,1121,1121,9-Nov-12
2122,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1315,1180,9-Nov-12
175,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1235,1182,10-Nov-12
1118,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1425,1301,10-Nov-12
1876,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1112,1125,1125,10-Nov-12
2121,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1385,1215,10-Nov-12
1360,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1150,1275,1180,11-Nov-12
1691,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,11-Nov-12
1959,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,Medium,1175,1250,1200,11-Nov-12
1960,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1250,1200,11-Nov-12
24,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1350,1250,13-Nov-12
287,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,13-Nov-12
1359,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1130,1150,1150,13-Nov-12
1440,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1190,1190,13-Nov-12
406,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1251,1120,14-Nov-12
1117,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1425,1350,14-Nov-12
2047,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1187,1185,14-Nov-12
174,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1152,1250,1207,15-Nov-12
405,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1065,1251,1151,15-Nov-12
856,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1175,1150,15-Nov-12
1116,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1350,1275,15-Nov-12
1358,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1150,1230,1220,15-Nov-12
1528,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1216,1133,15-Nov-12
1875,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1109,1129,1129,15-Nov-12
2046,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1165,1192,1180,15-Nov-12
173,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1171,1259,1217,16-Nov-12
634,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1282,1232,16-Nov-12
855,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1015,1115,1112,16-Nov-12
1115,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1102,1375,1285,16-Nov-12
1510,Bagalkot,Jamakhandi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1200,1200,16-Nov-12
1874,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1108,1186,1186,16-Nov-12
2045,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1134,1170,1155,16-Nov-12
22,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1069,1200,1180,17-Nov-12
23,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1069,1200,1180,17-Nov-12
172,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1252,1215,17-Nov-12
286,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,17-Nov-12
404,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1081,1251,1150,17-Nov-12
633,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1230,1350,1260,17-Nov-12
854,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1175,1150,17-Nov-12
1114,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1351,1255,17-Nov-12
1357,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1170,1230,1200,17-Nov-12
1624,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1202,1209,1207,17-Nov-12
1690,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,17-Nov-12
1873,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1114,1140,1140,17-Nov-12
2044,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1192,1180,17-Nov-12
1356,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1180,1250,1230,18-Nov-12
1689,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,18-Nov-12
1958,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1260,1210,18-Nov-12
21,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1300,1250,19-Nov-12
171,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1171,1265,1205,19-Nov-12
285,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,19-Nov-12
632,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1166,1262,1226,19-Nov-12
853,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1125,1175,1150,19-Nov-12
1113,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1550,1375,19-Nov-12
1439,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1360,1250,19-Nov-12
1527,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1186,1205,1196,19-Nov-12
1688,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,19-Nov-12
1872,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1109,1150,1147,19-Nov-12
2043,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1175,1155,19-Nov-12
170,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1181,1270,1214,20-Nov-12
403,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1260,1160,20-Nov-12
631,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1220,1270,1230,20-Nov-12
852,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1131,1221,1204,20-Nov-12
